"pollinator","full_visits","serp_visits","nonserp_visits","full_degree","serp_degree","nonserp_degree","full_specialization","serp_specialization","nonserp_specialization","network_name"
"Bombus_melanopygus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Bombus_vosnesenskii",8,8,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Bombylius_major",20,20,0,3,3,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"brown_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Coenonympha_californica",17,17,0,4,4,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Cyrtopogon_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Erynnis_propertius",7,7,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Eucera_actuosa",2,0,2,1,0,1,"specialist","generalist","specialist","Quarry_5_2024_spring"
"Eucera_sp.",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Glaucophysche_lygdamus",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_5_2024_spring"
"Heliolonche_modiella",9,9,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Helithodes_dimutiva",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Hoplitus_hypocrita",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Lasioglossum_titusi",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Listrus_sp._1",290,290,0,6,6,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"Malachius_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Nomada_hesperia",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Osmia_cara",10,10,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Osmia_nemoris",3,2,1,2,1,1,"generalist","specialist","specialist","Quarry_5_2024_spring"
"Osmia_sp.",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Phychoides_mytilla",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Polistes_aurifer",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Prosperpinus_clarkiae",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_5_2024_spring"
"red_Braconidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Zerene_eurydice",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_5_2024_spring"
"Agapostemon_subtilior",5,4,1,2,1,1,"generalist","specialist","specialist","Quarry_Close_2022_summer"
"Anastrangalia_laetifca",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Anthophorula_chionura",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Apis_mellifera",433,170,263,2,1,1,"generalist","specialist","specialist","Quarry_Close_2022_summer"
"Ashmeadiella_aridula_astragali",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2022_summer"
"Bombus_californicus",3,2,1,3,2,1,"generalist","generalist","specialist","Quarry_Close_2022_summer"
"Bombus_vosnesenskii",388,207,181,10,9,1,"generalist","generalist","specialist","Quarry_Close_2022_summer"
"Brachynomada_melanantha",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Braconidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Colias_eurytheme",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Curculionidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Danaus_plexippus",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_Close_2022_summer"
"Dianthidium_dubium",7,7,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Epicauta_puncticollis",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_Close_2022_summer"
"Eristalis_stipador",11,11,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Erynnis_tristus",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_Close_2022_summer"
"Halictidae",21,21,0,5,5,0,"generalist","generalist","generalist","Quarry_Close_2022_summer"
"Halictus_ligatus",118,108,10,6,5,1,"generalist","generalist","specialist","Quarry_Close_2022_summer"
"Halictus_tripartitus",14,11,3,6,5,1,"generalist","generalist","specialist","Quarry_Close_2022_summer"
"Heliothodes_diminutivus",16,16,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2022_summer"
"Icaricia_acmon",27,25,2,5,4,1,"generalist","generalist","specialist","Quarry_Close_2022_summer"
"Junonia_grisea",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Lasioglossum_incompletum",6,6,0,4,4,0,"generalist","generalist","generalist","Quarry_Close_2022_summer"
"Lasioglossum_titusi",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Listrus_sp_1",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Megachile_apicalis",20,6,14,3,2,1,"generalist","generalist","specialist","Quarry_Close_2022_summer"
"Megachile_frugalis_pseudofrugalis",2,1,1,2,1,1,"generalist","specialist","specialist","Quarry_Close_2022_summer"
"Melissodes_lupina",16,16,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2022_summer"
"Melissodes_robustior",11,10,1,3,2,1,"generalist","generalist","specialist","Quarry_Close_2022_summer"
"Mordellidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Nemognatha_scutellaris",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Ochlodes_sp.",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Panurginus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Polistes_aurifer",4,3,1,2,1,1,"generalist","specialist","specialist","Quarry_Close_2022_summer"
"red_Prionyx_sp.",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Strymon_melinus",9,9,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2022_summer"
"Tachinidae",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2022_summer"
"Villa_sp.",11,9,2,4,3,1,"generalist","generalist","specialist","Quarry_Close_2022_summer"
"white_moth_Lepidoptera",6,6,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2022_summer"
"Agapostemon_subtilior",43,42,1,3,2,1,"generalist","generalist","specialist","Quarry_Close_2023_summer"
"Anastrangalia_laetifca",5,5,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Apis_mellifera",1261,1081,180,3,2,1,"generalist","generalist","specialist","Quarry_Close_2023_summer"
"Bombus_vosnesenskii",70,60,10,2,1,1,"generalist","specialist","specialist","Quarry_Close_2023_summer"
"Bombus-melanopygus",9,9,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Braconidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"brown_Syrphidae",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Calypte_anna",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Colias_eurytheme",8,8,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Danaus_plexippus",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Dianthidium_dubium",15,15,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Epicauta_puncticollis",9,9,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2023_summer"
"Eristalis_stipador",263,263,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2023_summer"
"Erynnis_tristus",10,6,4,2,1,1,"generalist","specialist","specialist","Quarry_Close_2023_summer"
"Euodyneras_hidalgo",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"gray_Bombyliidae",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_Close_2023_summer"
"Halictidae",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Halictus_farinosus",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Halictus_ligatus",140,131,9,3,2,1,"generalist","generalist","specialist","Quarry_Close_2023_summer"
"Halictus_tripartitus",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_Close_2023_summer"
"Heliothis_phloxiphaga",22,21,1,2,1,1,"generalist","specialist","specialist","Quarry_Close_2023_summer"
"Heliothodes_diminutivus",6,6,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Hemaris_thetis",5,5,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Icaricia_acmon",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2023_summer"
"Lasioglossum_incompletum",69,66,3,4,3,1,"generalist","generalist","specialist","Quarry_Close_2023_summer"
"Lasioglossum_titusi",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Megachile_apicalis",17,14,3,2,1,1,"generalist","specialist","specialist","Quarry_Close_2023_summer"
"Melissodes_lupina",46,46,0,3,3,0,"generalist","generalist","generalist","Quarry_Close_2023_summer"
"Melissodes_robustior",12,11,1,3,2,1,"generalist","generalist","specialist","Quarry_Close_2023_summer"
"Nemognatha_scutellaris",17,17,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Polistes_aurifer",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Pterophoridae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Strymon_melinus",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Thysanoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"tiny_pale_green_Diptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Vanessa_virginiensis",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Villa_sp.",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2023_summer"
"white_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2023_summer"
"Xylocopa_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2023_summer"
"Agapostemon_subtilior",90,62,28,5,4,1,"generalist","generalist","specialist","Quarry_Close_2024_summer"
"Anthrenus_sp.",3,1,2,2,1,1,"generalist","specialist","specialist","Quarry_Close_2024_summer"
"Apis_mellifera",285,263,22,4,3,1,"generalist","generalist","specialist","Quarry_Close_2024_summer"
"BF1_Diptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Bombus_californicus",5,5,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2024_summer"
"Bombus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Bombus_vosnesenskii",142,135,7,6,5,1,"generalist","generalist","specialist","Quarry_Close_2024_summer"
"Calypte_anna",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Ceratina_punctigena",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2024_summer"
"Chrysochus_colbaltinus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Colias_eurytheme",2,0,2,1,0,1,"specialist","generalist","specialist","Quarry_Close_2024_summer"
"Curculionidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Danaus_plexippus",10,10,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Dianthidium_dubium",39,38,1,5,4,1,"generalist","generalist","specialist","Quarry_Close_2024_summer"
"Epicauta_puncticollis",27,27,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2024_summer"
"Erynnis_propertius",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Erynnis_tristus",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Euodyneras_hidalgo",8,8,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2024_summer"
"Halictidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Halictus_farinosus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Halictus_ligatus",169,130,39,6,5,1,"generalist","generalist","specialist","Quarry_Close_2024_summer"
"Halictus_tripartitus",6,6,0,4,4,0,"generalist","generalist","generalist","Quarry_Close_2024_summer"
"Icaricia_acmon",2,1,1,2,1,1,"generalist","specialist","specialist","Quarry_Close_2024_summer"
"Junonia_grisea",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Lasioglossum_incompletum",19,18,1,3,2,1,"generalist","generalist","specialist","Quarry_Close_2024_summer"
"Lasioglossum_titusi",8,7,1,2,1,1,"generalist","specialist","specialist","Quarry_Close_2024_summer"
"Listrus_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_Close_2024_summer"
"Megachile_apicalis",97,9,88,5,4,1,"generalist","generalist","specialist","Quarry_Close_2024_summer"
"Melissodes_lupina",48,38,10,2,1,1,"generalist","specialist","specialist","Quarry_Close_2024_summer"
"Melissodes_robustior",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Nemognatha_scutellaris",17,17,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Nomada_obscurella",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_Close_2024_summer"
"Nomada_vegana",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Ochlodes_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2024_summer"
"Phycoides_mytilla",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Polistes_aurifer",14,14,0,3,3,0,"generalist","generalist","generalist","Quarry_Close_2024_summer"
"Polistes_dorsalis",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Prionyx_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Sphex_ashmeadi",16,16,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Sphex_ichneumoneus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Sphex_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_Close_2024_summer"
"Strymon_melinus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Tetraopes_basalis",4,4,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Thysanoptera",7,7,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"white_moth_Lepidoptera",6,6,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Xeromelecta_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Close_2024_summer"
"Xylocopa_tabiformis",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Close_2024_summer"
"Apis_mellifera",63,48,15,4,3,1,"generalist","generalist","specialist","Quarry_Far_2022_summer"
"Bombus_vosnesenskii",111,105,6,5,4,1,"generalist","generalist","specialist","Quarry_Far_2022_summer"
"Bombylius_major",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Dianthidium_dubium",23,23,0,2,2,0,"generalist","generalist","generalist","Quarry_Far_2022_summer"
"Eristalis_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Eristalis_stipador",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Eristalis_tenax",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Eupeodes_fumipennis",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"gray_Bombyliidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Halictidae",2,1,1,2,1,1,"generalist","specialist","specialist","Quarry_Far_2022_summer"
"Halictus_ligatus",9,9,0,3,3,0,"generalist","generalist","generalist","Quarry_Far_2022_summer"
"Halictus_tripartitus",4,2,2,3,2,1,"generalist","generalist","specialist","Quarry_Far_2022_summer"
"Heliothodes_diminutivus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Icaricia_acmon",5,5,0,3,3,0,"generalist","generalist","generalist","Quarry_Far_2022_summer"
"Junonia_grisea",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Lasioglossum_incompletum",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Far_2022_summer"
"Megachile_apicalis",15,7,8,3,2,1,"generalist","generalist","specialist","Quarry_Far_2022_summer"
"Melissodes_lupina",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_Far_2022_summer"
"Mordellidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"stripe_fly_Diptera",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Strymon_melinus",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Villa_sp.",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Xylocopa_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2022_summer"
"Agapostemon_subtilior",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Anthrenus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Apis_mellifera",362,323,39,4,3,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"Ashmeadiella_aridula_astragali",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"BF1_Diptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Bombus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Bombus_vosnesenskii",103,64,39,4,3,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"Brachysomida_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Braconidae",7,7,0,3,3,0,"generalist","generalist","generalist","Quarry_Far_2023_summer"
"Calliphoridae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Ceratina_punctigena",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Dianthidium_dubium",30,29,1,3,2,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"Dianthidium-mimic_Syprhid",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Epicauta_puncticollis",2,2,0,2,2,0,"generalist","generalist","generalist","Quarry_Far_2023_summer"
"Eristalis_stipador",68,68,0,2,2,0,"generalist","generalist","generalist","Quarry_Far_2023_summer"
"Erynnis_tristus",8,5,3,3,2,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"Euodyneras_hidalgo",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Halictidae",5,5,0,2,2,0,"generalist","generalist","generalist","Quarry_Far_2023_summer"
"Halictus_ligatus",49,46,3,4,3,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"Halictus_tripartitus",7,5,2,3,2,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"Heliothis_phloxiphaga",7,7,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Heliothodes_diminutivus",12,12,0,4,4,0,"generalist","generalist","generalist","Quarry_Far_2023_summer"
"Icaricia_acmon",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Lasioglossum_incompletum",64,56,8,5,4,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"Lasioglossum_titusi",12,12,0,2,2,0,"generalist","generalist","generalist","Quarry_Far_2023_summer"
"Listrus_sp_1",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Megachile_apicalis",62,44,18,2,1,1,"generalist","specialist","specialist","Quarry_Far_2023_summer"
"Melissodes_lupina",50,50,0,4,4,0,"generalist","generalist","generalist","Quarry_Far_2023_summer"
"Melissodes_robustior",3,2,1,3,2,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"Muscidae",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Nemognatha_scutellaris",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Polistes_aurifer",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Prionyx_sp.",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Pterophoridae",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Sphaerophoria_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Sphex_ashmeadi",2,2,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Strymon_melinus",3,3,0,2,2,0,"generalist","generalist","generalist","Quarry_Far_2023_summer"
"Thysanoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Villa_sp.",7,6,1,3,2,1,"generalist","generalist","specialist","Quarry_Far_2023_summer"
"white_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Xylocopa-mimic_Diptera",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2023_summer"
"Apis_mellifera",18,14,4,2,1,1,"generalist","specialist","specialist","Quarry_Far_2024_summer"
"Bombus_vosnesenskii",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2024_summer"
"Epicauta_puncticollis",3,3,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2024_summer"
"Geron_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2024_summer"
"Halictus_ligatus",6,2,4,2,1,1,"generalist","specialist","specialist","Quarry_Far_2024_summer"
"Junonia_grisea",1,0,1,1,0,1,"specialist","generalist","specialist","Quarry_Far_2024_summer"
"Lasioglossum_incompletum",5,5,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2024_summer"
"Lasioglossum_titusi",2,1,1,2,1,1,"generalist","specialist","specialist","Quarry_Far_2024_summer"
"Megachile_apicalis",14,0,14,1,0,1,"specialist","generalist","specialist","Quarry_Far_2024_summer"
"Prionyx_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Quarry_Far_2024_summer"
"Apis_mellifera",6,6,0,2,2,0,"generalist","generalist","generalist","Randy_2022_summer"
"Ashmeadiella_aridula_astragali",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Autographa_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Bombus_crotchii",7,7,0,2,2,0,"generalist","generalist","generalist","Randy_2022_summer"
"Bombus_vosnesenskii",193,185,8,6,5,1,"generalist","generalist","specialist","Randy_2022_summer"
"Braconidae",5,4,1,3,2,1,"generalist","generalist","specialist","Randy_2022_summer"
"Ceratina_punctigena",3,3,0,2,2,0,"generalist","generalist","generalist","Randy_2022_summer"
"Colias_eurytheme",3,3,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Danaus_plexippus",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Dianthidium_dubium",3,3,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Eristalis_stipador",13,10,3,3,2,1,"generalist","generalist","specialist","Randy_2022_summer"
"Geron_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Randy_2022_summer"
"gray_Bombyliidae",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Halictus_ligatus",5,4,1,3,2,1,"generalist","generalist","specialist","Randy_2022_summer"
"Halictus_tripartitus",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Heliothodes_diminutivus",10,10,0,2,2,0,"generalist","generalist","generalist","Randy_2022_summer"
"Icaricia_acmon",5,5,0,2,2,0,"generalist","generalist","generalist","Randy_2022_summer"
"Lasioglossum_incompletum",4,4,0,2,2,0,"generalist","generalist","generalist","Randy_2022_summer"
"Megachile_apicalis",5,3,2,3,2,1,"generalist","generalist","specialist","Randy_2022_summer"
"Melissodes_lupina",23,23,0,2,2,0,"generalist","generalist","generalist","Randy_2022_summer"
"Melissodes_robustior",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Muscidae",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"orange_Syrphidae",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Osmia_nemoris",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Panurginus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Sphex_ichneumoneus",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Strymon_melinus",6,4,2,4,3,1,"generalist","generalist","specialist","Randy_2022_summer"
"Xeromelecta_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2022_summer"
"Apis_mellifera",115,115,0,3,3,0,"generalist","generalist","generalist","Randy_2023_summer"
"Ashmeadiella_aridula_astragali",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Bombus_vosnesenskii",202,202,0,3,3,0,"generalist","generalist","generalist","Randy_2023_summer"
"Braconidae",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Calypte_anna",4,4,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Colias_eurytheme",5,5,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Danaus_plexippus",6,6,0,2,2,0,"generalist","generalist","generalist","Randy_2023_summer"
"Dianthidium_dubium",11,11,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Epicauta_puncticollis",2,2,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Eristalis_stipador",47,47,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Euodyneras_hidalgo",3,3,0,2,2,0,"generalist","generalist","generalist","Randy_2023_summer"
"Geron_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Halictidae",2,2,0,2,2,0,"generalist","generalist","generalist","Randy_2023_summer"
"Halictus_ligatus",41,40,1,3,2,1,"generalist","generalist","specialist","Randy_2023_summer"
"Halictus_tripartitus",2,2,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Heliothis_phloxiphaga",8,8,0,1,1,0,"specialist","specialist","generalist","Randy_2023_summer"
"Heliothodes_diminutivus",10,10,0,3,3,0,"generalist","generalist","generalist","Randy_2023_summer"
"Icaricia_acmon",6,6,0,2,2,0,"generalist","generalist","generalist","Randy_2023_summer"
"Lasioglossum_incompletum",16,16,0,3,3,0,"generalist","generalist","generalist","Randy_2023_summer"
"Megachile_apicalis",7,7,0,2,2,0,"generalist","generalist","generalist","Randy_2023_summer"
"Megachile_parallela",7,7,0,2,2,0,"generalist","generalist","generalist","Randy_2023_summer"
